GROW ID,課題設定,解決意向,創造性,論理的思考,疑う力,個人的実行力,内的価値,ヴィジョン,自己効力,成長,興味,耐性,感情コントロール,決断力,表現力,共感・傾聴力,外交性,柔軟性,寛容,影響力の行使,情熱・宣教力,組織への働きかけ,地球市民,組織へのコミットメント,誠実さ,課題設定（自己評価）,解決意向（自己評価）,創造性（自己評価）,論理的思考（自己評価）,疑う力（自己評価）,個人的実行力（自己評価）,内的価値（自己評価）,ヴィジョン（自己評価）,自己効力（自己評価）,成長（自己評価）,興味（自己評価）,耐性（自己評価）,感情コントロール（自己評価）,決断力（自己評価）,表現力（自己評価）,共感・傾聴力（自己評価）,外交性（自己評価）,柔軟性（自己評価）,寛容（自己評価）,影響力の行使（自己評価）,情熱・宣教力（自己評価）,組織への働きかけ（自己評価）,地球市民（自己評価）,組織へのコミットメント（自己評価）,誠実さ（自己評価）
F10000042,62.065979021442956,51.80963956615235,55.709737594528406,73.79922423325291,63.07694613982018,62.93400382833754,71.9998123317659,48.927657934239775,70.29613196073848,67.83815992784615,52.56441581174239,74.81943826160624,66.71229890842888,68.35108190890243,63.29103564356748,69.58187492431333,70.84866246021495,67.90818716687744,78.40116663873852,55.79254421085585,65.77781137849367,66.62870332363613,43.61401298923043,45.70317833672084,65.67055885636519,58.422462612606864,58.12520389356604,71.43053791830944,55.24877272386184,55.14960806676012,62.68520866976755,58.267166292826296,35.02785721176731,59.768991451146164,72.08105787517191,56.69418102504998,67.57650602223515,75.80954809600833,59.899880968310526,84.9334199844319,85.69525801732671,90.62627587145461,76.56983586603359,84.24184548783217,68.07942515016909,43.477470767127386,73.96613823085822,45.015940234781674,37.66344974443574,60.69109770147893
F10000030,40.803430864669735,41.51560501616733,43.84789590028238,41.14430219884972,36.110349676881626,41.76168193431029,62.603760889489344,44.75391905414301,56.119790784279616,63.34326806702279,51.4396902487317,57.92973008434176,50.41719025562971,47.27092236389532,38.735271132881614,66.13974994494681,76.26670360058806,49.28899167874554,70.418263215796,44.338684284241765,53.0497456137912,60.08453430760757,52.09396527961434,45.69359714262606,67.40395457460825,58.422462612606864,58.12520389356604,46.43053791830945,63.582106057195176,55.14960806676012,62.68520866976755,49.93383295949296,51.694523878433984,68.10232478447948,55.41439120850526,56.69418102504998,59.24317268890182,75.80954809600833,59.899880968310526,76.60008665109855,52.36192468399338,57.29294253812128,59.90316919936693,50.90851215449883,68.07942515016909,51.810804100460714,57.299471564191556,45.015940234781674,37.66344974443574,44.02443103481226
F10000011,54.8590609477924,55.613622518150095,37.65501401995181,67.68760556609703,69.03353587496967,60.136023514892614,54.11068933816953,52.90427554361726,58.611877579633386,60.5526432552838,55.46741831536828,71.96287311212218,63.42009344541565,51.783170453350344,43.888041831798716,55.81805487549985,57.955694889030895,63.75525909234017,68.86413681858359,39.36950895562569,63.44699626329424,44.6539197193293,45.513195445030625,51.68204485174245,64.45541324869201,75.08912927927354,66.45853722689935,29.763871251642783,71.91543939052849,63.482941400093445,96.01854200310089,74.93383295949296,76.69452387843398,76.43565811781282,80.41439120850525,73.36084769171664,67.57650602223515,84.14288142934167,76.56654763497718,84.9334199844319,85.69525801732671,82.29294253812128,76.56983586603359,92.57517882116551,51.41275848350243,43.477470767127386,65.63280489752488,53.34927356811501,29.330116411102406,69.02443103481225
F10000053,35.89832752239931,47.01602778718069,32.75702262307068,56.007181353123485,46.164129934299595,50.286108795245944,55.43604463099697,32.14112379361289,52.39758771721421,45.335119559397775,42.20849950717629,67.31092576214671,72.01260262327176,46.157153270751564,38.216847024983366,52.344469763855834,53.278741671617055,58.233877325473124,74.64134024569495,30.00354355287666,47.329566742375206,44.20320604877823,49.13734626608442,54.96468656833852,65.80103319822386,66.75579594594019,33.12520389356604,29.763871251642783,55.24877272386184,88.48294140009347,37.68520866976755,66.60049962615962,26.694523878433984,43.10232478447949,38.74772454183859,56.69418102504998,42.57650602223515,84.14288142934167,43.233214301643855,43.26675331776523,69.02859135066004,48.959609204787945,59.90316919936693,84.24184548783217,26.41275848350243,26.810804100460718,32.299471564191556,53.34927356811501,37.66344974443574,69.02443103481225
F10000013,59.41691930088517,49.5675503151216,54.79221688933282,75.71376015573196,62.97782860882033,57.36159040792086,56.07200128815773,53.02789674222245,66.7276594335855,62.2537564602537,64.54482342613743,76.4713847075476,79.58399461861092,60.992808638407716,48.283738530910405,48.31633770384453,56.3600641862391,71.33739263900621,58.27785569558228,49.19527568364195,66.48366835233723,50.07044575891237,51.839558807158724,64.31942919808765,58.329186274436466,75.08912927927354,58.12520389356604,63.097204584976105,80.24877272386183,71.8162747334268,62.68520866976755,66.60049962615962,43.36119054510065,51.43565811781283,72.08105787517191,65.0275143583833,75.9098393555685,84.14288142934167,68.23321430164384,76.60008665109855,69.02859135066004,57.29294253812128,84.90316919936693,75.90851215449884,51.41275848350243,43.477470767127386,65.63280489752488,53.34927356811501,54.330116411102395,69.02443103481225
F10000007,53.40860326785562,40.88779433195365,44.97340066610299,62.66489272520586,52.021898259010186,70.85790307221487,52.622113182768935,56.30630487925997,71.86401672546904,74.4284428307995,81.24719660113945,64.93084297374443,64.40110540378575,62.5705140982926,49.48557365678499,62.68328248748663,90.95346453976154,71.42524857155892,70.20085797685644,46.38799833708701,67.9720763773061,62.96651456331924,57.1815427747562,64.34001347314164,61.311736873167845,58.422462612606864,49.7918705602327,63.097204584976105,38.582106057195176,46.81627473342679,96.01854200310089,83.26716629282629,51.694523878433984,59.768991451146164,105.41439120850525,81.69418102504997,84.24317268890182,59.14288142934167,51.56654763497719,76.60008665109855,77.36192468399338,98.95960920478795,93.23650253270026,100.90851215449884,26.41275848350243,68.47747076712739,65.63280489752488,78.349273568115,87.66344974443574,44.02443103481226
F10000021,68.06873288696919,56.92957867953413,60.526792856835996,86.27637661949717,76.74716926847394,66.64862003731261,64.84864887004669,47.70192084628084,63.273898313754906,53.66902490919537,80.1911533297483,80.40418245546282,77.4916843626321,76.34786647070332,39.81291639141672,61.854312380343465,49.017284646429914,75.11606751494881,80.52768191659533,47.39500538602741,68.5974087100544,53.37251814045368,56.88813962517919,60.67069075669636,62.33422417065979,58.422462612606864,58.12520389356604,54.76387125164278,46.915439390528505,46.81627473342679,62.68520866976755,49.93383295949296,35.02785721176731,59.768991451146164,63.74772454183859,73.36084769171664,67.57650602223515,67.476214762675,43.233214301643855,34.93341998443189,35.695258017326715,48.959609204787945,68.23650253270026,50.90851215449883,51.41275848350243,35.14413743379404,40.632804897524885,28.34927356811501,20.996783077769077,44.02443103481226
F10000001,48.304983216175216,55.918951690189296,37.75700113460569,67.76712562410835,70.40368674593782,72.25315768160725,63.49852401012027,36.48371047338526,64.80491097987482,59.37652018178516,71.22729933244365,94.7859601628054,71.66434988969014,72.77941681470661,51.756753585377965,65.22225961448125,56.38537333133638,76.5600240431603,83.24813219882878,39.1474050516494,59.2981389602369,43.62608542706113,65.91254139275277,71.51347279698143,61.00053557229825,58.422462612606864,66.45853722689935,54.76387125164278,55.24877272386184,71.8162747334268,79.35187533643422,66.60049962615962,26.694523878433984,51.43565811781283,63.74772454183859,56.69418102504998,67.57650602223515,75.80954809600833,51.56654763497719,76.60008665109855,69.02859135066004,48.959609204787945,68.23650253270026,67.5751788211655,51.41275848350243,35.14413743379404,57.299471564191556,36.68260690144834,37.66344974443574,52.357764368145595
F10000047,68.70819767236362,62.35200141774082,66.43704614539848,88.35435265521318,75.8139382388827,86.16770214667774,76.10341715723278,48.678128322615365,87.64695026483744,75.24996589356802,78.08924667779296,93.23364032379995,64.49079207122894,89.48474043829913,65.86460352028357,76.50573526612347,84.05623740350525,82.15654465332045,85.17573372325177,77.68934912267082,88.26965746504881,78.72259770282726,54.23726995218928,85.6240966676543,79.72404515638058,58.422462612606864,66.45853722689935,54.76387125164278,63.582106057195176,46.81627473342679,54.35187533643421,58.267166292826296,43.36119054510065,43.10232478447949,47.08105787517192,56.69418102504998,67.57650602223515,59.14288142934167,76.56654763497718,68.26675331776522,60.695258017326715,40.62627587145462,76.56983586603359,75.90851215449884,51.41275848350243,51.810804100460714,73.96613823085822,53.34927356811501,29.330116411102406,60.69109770147893
F10000043,30.486487739504327,30.666644728958246,23.78184605331038,48.5102056646955,40.3369152767507,50.08887252643484,52.94371314315259,35.531312072334025,46.194318515487474,45.42290371526389,44.2768398906447,55.32001889169234,71.28575981255568,64.27826548863553,30.869119251003525,44.82743602353934,48.97304995299544,47.38586181449984,63.69573490904941,22.29772608619156,61.521523432927424,47.79178744079141,32.02581418397139,55.46181339307965,60.31740870346051,41.75579594594019,41.45853722689937,29.763871251642783,38.582106057195176,55.14960806676012,79.35187533643422,33.267166292826296,35.02785721176731,34.768991451146164,80.41439120850525,40.02751435838331,84.24317268890182,75.80954809600833,51.56654763497719,59.93341998443189,60.695258017326715,98.95960920478795,84.90316919936693,84.24184548783217,34.746091816835765,60.14413743379404,57.299471564191556,45.015940234781674,45.99678307776908,77.3577643681456
F10000008,37.44474423339729,57.03634593220284,42.00130394262408,60.8130182444684,51.02647436351292,73.40479800009746,55.732098827395255,47.65596567625584,74.05567917913302,93.7657099223142,58.77883930545974,76.16002096059911,85.28929324088888,62.398796858824376,44.10031771365696,72.3454271541703,78.38860877117118,68.34257469967763,92.29982665458523,37.7272432678775,87.87460260062565,64.85490781484744,41.4044968250091,73.67078173847685,61.28815854245616,41.75579594594019,49.7918705602327,54.76387125164278,38.582106057195176,46.81627473342679,79.35187533643422,58.267166292826296,43.36119054510065,51.43565811781283,97.08105787517192,48.36084769171664,59.24317268890182,92.476214762675,59.899880968310526,43.26675331776523,44.028591350660044,65.62627587145461,68.23650253270026,75.90851215449884,43.079425150169094,68.47747076712739,40.632804897524885,20.015940234781674,29.330116411102406,44.02443103481226
F10000054,62.30541684917746,67.16198963372382,53.42983415157137,79.45249846133004,68.01564838193796,74.0462805209035,75.15262619160761,57.15557297999129,87.29661172396763,57.2092099685523,67.43533030535417,79.2715759248625,55.680790569666534,78.53400329003891,75.52267849126034,57.918812803808216,72.6853613468067,75.83471785391431,52.93454144427867,62.14580658426003,81.57115445061865,65.47986044813862,39.79868016509016,77.28451466840849,83.79670139602842,75.08912927927354,58.12520389356604,54.76387125164278,80.24877272386183,63.482941400093445,54.35187533643421,83.26716629282629,18.361190545100648,59.768991451146164,38.74772454183859,48.36084769171664,34.24317268890182,42.476214762675006,68.23321430164384,93.26675331776522,52.36192468399338,65.62627587145461,43.236502532700264,42.575178821165494,76.41275848350243,43.477470767127386,40.632804897524885,28.34927356811501,62.66344974443574,94.02443103481227
F10000024,62.01844014692415,63.738488710281004,53.85917658587012,69.99816181819173,50.47659402459176,70.37966957860858,71.46338280579963,54.04195675493645,87.37709775667133,55.492401076713726,70.77044704727703,63.547808011929064,62.75696156732652,78.8874626332755,51.97254071011728,64.43765420434788,65.83840991454495,69.85627569996032,62.27018399290157,66.49819648921734,89.74432316198599,76.43933166513314,40.59549112193018,72.68514779065154,80.58964531032277,41.75579594594019,58.12520389356604,54.76387125164278,55.24877272386184,63.482941400093445,54.35187533643421,91.60049962615963,43.36119054510065,68.10232478447948,63.74772454183859,65.0275143583833,67.57650602223515,50.809548096008335,68.23321430164384,84.9334199844319,60.695258017326715,82.29294253812128,76.56983586603359,59.241845487832165,51.41275848350243,43.477470767127386,48.96613823085822,70.01594023478168,62.66344974443574,60.69109770147893
